Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Product_Category,Profit,Quantity,Mode_of_Sale,Mode_of_Payment
Lubango,2021-11-12,113783.98,0,30.6,unknown,111.39,7.0,nan,461.79,8,In-Store,Card Payment
Malindi,2020-07-28,159747.44,1,10.6,3.61,164.16,17.7,Furniture,601.29,3,Online,Card Payment
Blantyre,2022-06-23,,0,39.5,3.97,108.71,19.3,Clothing,-463.12,5,In-Store,Mobile Transfer
Kabwe,2025-03-28,195771.44,1,23.7,3.14,82.95,13.0,Groceries,975.37,,In-Store,Mobile Transfer
Lindi,2022-10-24,157160.16,1,24.7,4.43,177.88,13.5,Beverages,492.87,2,In-Store,Card Payment
Morogoro,2021-06-14,139898.73,1,36.3,4.74,107.69,18.6,nan,72.08,3,Online,
Harare,2024-01-22,,0,20.7,4.02,125.95,12.7,Furniture,,3,In-Store,
Lubango,2023-03-03,75712.42,0,26.5,3.04,99.62,18.3,Electronics,,9,In-Store,Card Payment
Beira,2023-02-13,,0,26.2,2.9,90.38,19.8,nan,899.9,,In-Store,Cash
Dar_es_Salaam,2021-06-16,100226.04,1,39.4,3.45,178.39,22.0,Clothing,728.87,9,Online,Card Payment
Bulawayo,2024-02-27,23230.78,0,22.1,1.51,103.45,6.5,Electronics,276.19,,In-Store,Cash
Tete,2024-09-20,91079.81,unknown,17.2,2.33,185.81,4.6,Electronics,128.48,10,In-Store,Mobile Transfer
Lusaka,2025-04-02,24075.04,1,31.6,4.46,179.39,16.5,Groceries,1256.07,7,In-Store,Mobile Transfer
Chimoio,2023-10-18,75310.02,1,23.1,3.2,129.28,8.9,Beverages,864.48,4,In-Store,Cash
Beira,2025-07-14,76394.14,1,25.3,2.63,98.4,6.8,Clothing,931.56,10,In-Store,Cash
Ndola,2023-10-02,61690.8,1,33.5,2.0,115.64,24.8,Clothing,737.21,8,In-Store,Mobile Transfer
Maseru,2024-06-05,88818.83,1,30.8,4.23,,20.7,Electronics,-349.54,1,In-Store,Mobile Transfer
Tete,2022-11-26,34077.73,0,16.7,2.79,117.83,12.2,Furniture,-381.48,1,In-Store,Cash
Mombasa,2025-06-09,33054.04,0,34.4,1.28,189.38,17.8,Groceries,358.34,,In-Store,
Mutare,2022-06-30,177761.66,1,15.7,4.93,193.28,16.2,Electronics,1361.0,5,nan,
Gweru,2020-12-17,28064.63,0,40.0,1.02,80.42,20.7,Clothing,,5,In-Store,Cash
Kabwe,2021-06-29,35614.24,0,37.5,2.41,135.87,14.1,Groceries,1251.77,2,In-Store,Card Payment
Harare,2022-02-11,13751.07,1,17.4,4.35,113.49,7.4,Beverages,-306.9,2,In-Store,Mobile Transfer
Kitwe,,47553.54,0,32.1,3.95,191.88,18.4,Clothing,948.52,4,nan,
Windhoek,2021-01-22,84573.78,0,26.9,4.21,96.33,18.9,Groceries,-9.32,,In-Store,
Maseru,2022-03-16,16382.52,1,27.4,2.9,188.58,8.6,Beverages,548.99,4,In-Store,Card Payment
Kafue,2023-02-19,72597.94,1,12.8,2.19,134.81,18.3,Groceries,85.84,5,In-Store,
Lubango,,170629.74,1,13.7,3.4,187.55,17.4,nan,924.67,4,In-Store,Cash
Addis_Ababa,,137770.75,0,34.8,1.72,139.69,20.7,Beverages,301.78,6,In-Store,Card Payment
Chimoio,2022-07-30,7576.47,0,14.5,3.6,198.45,18.6,Clothing,424.34,3,In-Store,Card Payment
Livingstone,2022-09-07,180122.55,0,38.3,3.55,182.27,21.5,Electronics,-9.31,2,In-Store,Card Payment
Kafue,2023-10-10,17130.5,0,34.1,3.88,138.01,18.0,nan,62.92,1,In-Store,Card Payment
Dodoma,2020-10-17,74564.06,0,25.7,3.92,197.36,6.1,Furniture,-141.05,,In-Store,
Dar_es_Salaam,2021-01-19,49398.5,0,24.9,2.34,120.91,25.0,Furniture,607.6,4,In-Store,Mobile Transfer
Harare,2021-08-12,19033.72,0,32.2,1.97,182.56,3.2,Furniture,-210.01,9,In-Store,Card Payment
Beira,2020-11-23,16237.42,1,33.4,4.1,159.94,9.6,Electronics,36.41,10,Online,Card Payment
Dar_es_Salaam,,187715.16,1,26.3,1.72,182.42,9.6,Groceries,560.92,1,Online,Mobile Transfer
Bulawayo,2022-09-23,162634.92,0,12.6,3.57,165.93,20.3,Groceries,49.66,9,nan,Card Payment
Blantyre,2022-03-28,21696.79,0,39.1,3.12,136.99,2.7,Beverages,677.0,8,In-Store,Cash
,2022-08-14,174363.91,0,39.2,4.47,159.42,12.9,nan,,10,nan,Cash
Windhoek,2022-06-07,,0,26.5,3.12,unknown,16.3,Clothing,1446.45,4,In-Store,Mobile Transfer
Kisumu,2020-07-25,46681.06,1,25.8,3.67,191.79,13.7,Electronics,,2,Online,Card Payment
Kisumu,2024-02-24,91965.31,1,,4.95,,18.7,nan,507.64,3,Online,Card Payment
Tete,2023-12-20,110149.48,1,18.7,2.9,122.72,8.6,Clothing,1341.68,10,In-Store,Mobile Transfer
Gaborone,2024-03-10,73637.17,0,unknown,1.74,149.52,22.5,Electronics,,9,In-Store,
Mombasa,2021-01-12,153773.82,0,25.2,4.35,,,Electronics,233.11,10,In-Store,Cash
Eldoret,2025-04-14,115805.49,1,33.7,3.69,130.76,5.0,Groceries,,2,In-Store,Card Payment
unknown,2025-03-22,144867.14,0,37.4,3.85,145.92,5.2,Electronics,4.46,8,In-Store,Mobile Transfer
Chipata,2020-08-19,38022.72,1,13.7,1.42,199.24,8.4,Clothing,-82.62,,In-Store,Mobile Transfer
Lubango,2024-09-18,148972.15,1,18.2,3.89,165.21,8.1,Groceries,1000.11,1,In-Store,
Juba,2023-02-18,15345.54,1,30.2,3.42,149.02,5.0,Beverages,596.22,,In-Store,Cash
Maseru,2021-03-01,,1,26.6,2.49,,24.7,Beverages,1200.2,3,In-Store,Cash
Livingstone,2024-03-25,193371.28,0,12.6,1.67,190.52,2.6,nan,479.4,10,Online,Card Payment
Dodoma,2020-10-23,195345.38,1,10.2,1.47,88.04,22.6,nan,1039.53,2,In-Store,Mobile Transfer
Gaborone,2021-03-03,unknown,0,36.1,1.77,103.86,23.2,nan,,3,nan,Cash
Livingstone,2024-10-04,121670.9,0,12.6,4.82,140.03,15.6,Groceries,704.3,3,In-Store,Card Payment
Windhoek,2023-12-01,184921.72,0,33.8,2.21,87.42,5.8,Clothing,778.8,9,In-Store,Cash
Livingstone,2023-11-04,151079.29,1,13.7,1.25,161.68,20.6,Groceries,1018.57,3,In-Store,Cash
Lubango,2024-08-28,52419.07,1,20.0,4.86,140.25,15.7,Electronics,1098.98,9,In-Store,Card Payment
Gaborone,2022-06-15,170013.47,0,21.1,4.82,174.39,22.1,Groceries,53.01,4,In-Store,Cash
Nairobi,2022-12-15,,0,37.6,2.57,125.22,11.8,Furniture,270.12,1,In-Store,Mobile Transfer
Addis_Ababa,2024-08-28,156031.23,1,37.2,,165.92,unknown,Beverages,-85.73,8,In-Store,Mobile Transfer
Kabwe,2024-05-31,152341.04,0,14.9,,115.82,4.2,Groceries,995.67,10,nan,
Juba,2024-01-13,7880.87,0,11.0,4.67,128.31,5.2,Furniture,41.46,5,In-Store,Cash
Lindi,2022-09-09,47944.5,0,30.7,1.09,85.4,2.6,Groceries,282.04,2,In-Store,Mobile Transfer
Kabwe,2022-07-11,56367.67,0,26.4,2.18,132.48,12.5,Electronics,1106.05,9,In-Store,Cash
Windhoek,2021-11-07,74017.9,1,37.6,4.55,103.75,20.2,Clothing,179.61,7,Online,Card Payment
,unknown,120915.67,1,29.6,4.63,90.87,20.8,nan,83.0,,In-Store,Card Payment
Kisumu,2021-12-30,,0,19.7,1.08,183.47,20.1,nan,802.36,2,nan,Card Payment
Lilongwe,2025-05-01,44625.11,0,unknown,4.24,176.58,4.7,Groceries,1450.75,6,In-Store,Card Payment
Malindi,2024-07-06,143611.13,0,26.5,2.55,189.53,16.6,nan,-374.75,7,In-Store,Cash
Morogoro,2025-06-27,149303.97,0,15.7,3.33,198.69,4.6,Electronics,1169.58,5,In-Store,Card Payment
Chipata,2020-11-25,154269.34,1,10.7,2.8,184.94,3.5,Furniture,-256.79,5,In-Store,Card Payment
Gweru,2022-06-23,38346.1,1,25.0,4.59,,4.4,Furniture,189.8,4,In-Store,Card Payment
Maputo,2025-01-13,26566.86,0,18.7,3.91,91.06,11.5,Beverages,333.44,10,In-Store,Card Payment
,2021-10-03,32056.32,0,,,99.8,23.7,Clothing,937.48,1,In-Store,
Morogoro,2024-07-25,95041.88,1,13.0,3.33,112.32,8.7,Groceries,1353.13,,nan,Cash
Ndola,2022-03-18,unknown,1,19.5,3.22,124.95,16.0,Electronics,-295.98,,In-Store,Card Payment
Maseru,2024-09-01,29889.21,0,20.0,4.34,162.59,18.0,Furniture,,3,In-Store,Cash
Nakuru,2024-05-25,unknown,1,31.9,4.53,138.49,15.3,Furniture,144.58,,In-Store,Card Payment
Gaborone,2022-02-10,107946.15,0,22.0,4.76,169.38,2.8,Beverages,1303.82,8,In-Store,Cash
Lusaka,2025-03-06,84683.6,1,28.6,2.58,107.17,14.6,Groceries,56.43,2,Online,Card Payment
Blantyre,2024-06-26,40702.37,0,23.7,1.42,160.45,17.3,nan,887.72,4,In-Store,Mobile Transfer
Nakuru,2023-01-24,175905.24,1,12.0,3.05,143.93,17.7,nan,-170.49,9,In-Store,Card Payment
Nampula,2023-10-21,157247.5,0,20.9,2.17,118.8,5.4,Groceries,1415.89,2,nan,Cash
Kampala,2025-02-03,150020.39,1,33.6,2.05,93.89,9.8,Electronics,-491.35,8,In-Store,Mobile Transfer
Nampula,2023-01-11,58942.97,1,27.1,1.91,185.09,4.6,Furniture,-34.3,9,In-Store,Mobile Transfer
Addis_Ababa,2020-09-14,,1,14.1,,180.26,15.7,Electronics,851.89,3,In-Store,Card Payment
Lilongwe,2020-08-09,6271.84,0,32.5,1.54,100.47,4.2,Electronics,1207.05,5,In-Store,Cash
Ndola,2023-07-01,171190.31,1,11.8,3.26,86.41,14.5,Clothing,1487.11,4,nan,Cash
Kabwe,2022-11-06,156833.7,,37.3,1.61,106.31,2.9,Beverages,-153.48,10,Online,Mobile Transfer
Manzini,2022-09-26,80744.64,0,22.8,2.94,152.5,14.6,Electronics,114.29,10,In-Store,Cash
Lilongwe,2024-05-09,104050.35,1,31.1,3.84,102.0,11.2,Electronics,1283.7,,In-Store,Cash
Harare,2024-07-30,163679.31,0,15.8,1.86,117.27,5.7,Furniture,-435.0,8,In-Store,Cash
Morogoro,2022-06-27,127784.36,0,12.4,2.07,87.15,2.1,nan,966.64,,In-Store,Mobile Transfer
Dodoma,2022-03-29,67223.37,1,27.3,1.48,132.35,14.0,Furniture,346.1,5,In-Store,Cash
Ndola,2022-03-02,38199.87,1,33.8,4.14,124.58,13.3,Groceries,,1,Online,Mobile Transfer
Francistown,2024-09-25,,1,27.4,5.0,99.69,19.7,Clothing,549.8,5,In-Store,Mobile Transfer
Chimoio,2022-01-28,36408.85,0,37.9,4.83,177.06,18.4,Electronics,754.22,,nan,Cash
Beira,2020-10-14,66194.32,0,37.8,4.99,90.21,11.9,Beverages,833.33,4,Online,Mobile Transfer
Nakuru,2023-06-16,,1,19.2,4.58,165.84,7.6,Electronics,762.49,7,Online,
Chipata,2024-01-18,129859.28,0,38.4,1.77,113.6,,Furniture,829.13,2,In-Store,
Livingstone,2023-06-04,113349.13,1,38.6,4.68,174.55,11.3,Beverages,636.7,1,In-Store,Cash
Beira,2021-08-22,58100.4,1,30.1,3.03,153.08,23.6,Groceries,927.79,2,In-Store,Mobile Transfer
Manzini,2024-06-17,161199.74,1,10.3,3.46,177.06,14.9,Beverages,,7,In-Store,
Kafue,2025-01-16,109587.8,0,19.5,2.82,126.09,22.7,Beverages,1075.87,,Online,Mobile Transfer
Harare,2020-11-05,10575.82,1,34.7,2.09,164.96,18.3,Beverages,1207.03,5,In-Store,Cash
Mbeya,,92414.25,1,25.7,2.02,183.63,23.8,nan,132.8,,In-Store,Mobile Transfer
unknown,2021-11-28,162110.16,1,20.8,2.1,106.4,12.6,Clothing,991.55,10,In-Store,
Kisumu,,180120.63,0,22.8,1.36,126.39,14.0,Electronics,1393.32,10,Online,Card Payment
Nakuru,unknown,36116.03,0,35.3,4.81,136.07,21.6,Clothing,234.94,10,In-Store,Cash
Manzini,2022-02-28,34570.23,1,36.0,2.76,185.72,16.5,Clothing,1055.28,8,In-Store,Cash
Kafue,2022-07-19,104504.48,unknown,26.6,2.7,160.72,2.6,Clothing,82.93,4,In-Store,Mobile Transfer
Nairobi,2024-05-14,80599.54,0,15.2,,120.69,21.2,nan,-148.86,10,In-Store,Cash
Asmara,2022-01-27,21460.59,1,18.0,1.87,129.34,23.4,Groceries,392.85,,Online,Card Payment
Maseru,,16410.01,1,33.9,4.81,109.24,10.8,Clothing,1113.06,8,In-Store,Cash
Blantyre,2020-12-19,32039.49,0,,4.27,160.43,9.2,Furniture,114.25,10,In-Store,
Harare,2023-04-21,172887.93,0,36.9,4.19,134.15,6.2,Beverages,89.88,5,nan,Card Payment
Lilongwe,2022-02-19,118754.87,1,23.5,2.32,99.41,24.5,Beverages,55.35,2,In-Store,Cash
Asmara,2025-04-01,32283.88,0,26.1,1.16,98.68,22.4,Groceries,-63.76,9,In-Store,Card Payment
Maputo,2024-02-21,113471.66,0,,4.07,118.16,4.7,Electronics,,6,In-Store,Mobile Transfer
Maputo,2025-05-23,153923.48,0,19.2,4.17,123.94,24.9,Clothing,-13.33,8,In-Store,Mobile Transfer
Lilongwe,2023-05-11,82784.0,0,,3.7,84.55,9.7,nan,1369.81,2,In-Store,Card Payment
Blantyre,2021-07-09,130054.98,1,22.8,,92.42,4.3,nan,191.86,5,In-Store,Mobile Transfer
Mombasa,2024-07-01,137002.07,1,21.1,1.08,195.28,24.9,Groceries,584.8,3,In-Store,Card Payment
Francistown,2020-11-09,unknown,0,11.0,3.18,158.65,12.9,Furniture,318.34,8,Online,
Malindi,2021-03-05,173737.49,0,10.1,2.06,90.27,10.8,Beverages,1425.43,1,In-Store,Mobile Transfer
Mbabane,2024-12-18,74583.84,1,24.0,3.82,183.66,15.0,Clothing,348.02,9,Online,
Maseru,2022-10-27,17651.45,1,27.1,4.89,111.36,12.5,Beverages,627.39,6,In-Store,Card Payment
Blantyre,2021-11-05,17171.08,0,12.3,1.02,162.31,18.5,Clothing,1026.85,1,nan,Mobile Transfer
Mbabane,2021-10-07,,0,14.6,2.84,86.1,19.3,Groceries,-157.41,3,In-Store,Card Payment
Lilongwe,2024-06-28,191328.55,0,15.7,1.37,180.75,18.9,nan,-434.72,8,nan,Cash
Mbeya,2025-06-08,173564.4,0,24.3,1.04,181.69,21.4,Furniture,409.84,8,nan,Cash
Harare,2023-10-11,74475.82,1,15.5,3.96,,6.2,Beverages,601.28,3,In-Store,Cash
Beira,2021-06-03,175022.15,1,10.4,3.17,153.43,9.7,Furniture,74.12,10,In-Store,Mobile Transfer
Gaborone,2021-10-16,31692.96,0,10.6,,94.97,10.6,Groceries,,8,In-Store,
Nakuru,2021-06-09,133412.72,1,31.7,1.23,185.13,2.4,Electronics,730.32,6,In-Store,Mobile Transfer
Gweru,2023-08-23,61756.46,0,13.6,2.24,184.25,23.1,nan,1446.55,7,In-Store,Mobile Transfer
Blantyre,2024-02-06,108597.05,1,10.8,2.14,155.43,10.8,Groceries,703.55,2,In-Store,Mobile Transfer
Harare,2022-10-05,187337.09,1,39.2,2.77,92.08,10.5,Clothing,397.71,1,Online,Mobile Transfer
Arusha,2024-11-19,145637.0,1,11.7,1.19,166.92,23.8,Clothing,-454.94,1,In-Store,Mobile Transfer
Kampala,2022-02-04,102578.71,1,28.5,unknown,133.7,16.4,Clothing,,3,In-Store,Cash
Nampula,2020-11-14,135071.63,0,15.8,3.33,181.98,21.5,Groceries,216.97,7,Online,Card Payment
Lindi,2020-09-11,68136.96,0,,4.43,172.39,20.5,Beverages,453.89,9,In-Store,Cash
Kabwe,2020-12-03,76533.48,0,24.2,1.1,unknown,4.2,Groceries,1064.34,2,In-Store,Card Payment
Manzini,2024-10-24,160528.65,0,17.9,4.42,84.62,8.7,Beverages,1051.77,6,In-Store,Mobile Transfer
Dar_es_Salaam,2022-06-10,141652.25,1,16.5,2.37,111.56,6.6,Electronics,1190.57,8,Online,Card Payment
Nairobi,2023-05-23,47772.17,0,15.1,3.01,94.37,5.2,Electronics,79.99,9,Online,
Windhoek,2024-02-27,26231.47,1,32.7,2.96,167.08,5.9,Electronics,192.92,10,In-Store,Cash
Maseru,2024-01-12,155452.9,0,28.0,3.03,104.61,20.3,Beverages,-199.52,3,In-Store,Mobile Transfer
Manzini,2023-02-11,58307.3,0,35.7,1.99,182.35,12.2,Beverages,1214.83,5,In-Store,Mobile Transfer
Tete,2023-08-14,unknown,0,30.3,1.54,152.63,11.9,Furniture,804.47,5,Online,Mobile Transfer
Lilongwe,2021-01-16,54555.64,1,17.1,4.12,176.83,14.7,Beverages,-344.9,8,In-Store,Cash
Arusha,2021-12-13,160066.5,1,unknown,1.43,172.31,16.2,Groceries,107.31,1,nan,Cash
Manzini,2022-08-16,,1,33.8,4.66,98.8,12.0,Electronics,-194.55,3,Online,Card Payment
Manzini,2022-02-14,198701.95,1,35.8,3.32,106.29,17.7,Furniture,1438.46,6,In-Store,Cash
Tete,2022-07-14,91029.43,1,unknown,3.85,163.92,,Clothing,149.21,6,nan,Mobile Transfer
Mombasa,2021-04-06,66859.81,unknown,26.2,4.33,100.84,8.7,Furniture,492.93,4,In-Store,Mobile Transfer
Livingstone,2025-05-29,149398.88,0,24.7,2.17,167.11,2.5,Electronics,,5,In-Store,Card Payment
Bujumbura,2020-08-02,82331.77,0,39.6,4.36,121.29,22.2,Electronics,448.59,10,In-Store,Mobile Transfer
Nairobi,2025-03-11,135520.11,1,37.1,,141.54,24.8,Groceries,1497.24,3,In-Store,Mobile Transfer
Lubango,2024-05-02,40163.72,1,11.7,4.7,184.94,3.7,Electronics,74.78,4,In-Store,Cash
Maseru,2021-12-13,38565.59,1,19.8,,,13.5,Beverages,65.24,10,In-Store,Card Payment
Kabwe,,148798.23,1,unknown,4.95,177.71,20.9,Electronics,242.76,10,In-Store,Cash
Nakuru,2021-06-28,44571.16,1,13.4,3.27,107.19,22.8,Electronics,-161.37,1,Online,Mobile Transfer
Kabwe,2025-03-07,145519.17,0,10.7,3.36,152.78,18.6,nan,977.98,6,In-Store,
Beira,,59660.25,0,12.9,2.29,195.84,4.1,nan,258.68,5,Online,Mobile Transfer
Dar_es_Salaam,2024-10-18,128941.3,1,18.6,3.15,112.36,4.1,nan,661.72,5,nan,Mobile Transfer
Mbeya,2021-07-26,59721.05,0,13.0,1.78,87.67,19.2,Groceries,,4,Online,Card Payment
Mbabane,unknown,168020.22,1,19.5,1.13,88.42,10.9,Furniture,-429.11,9,In-Store,Mobile Transfer
Manzini,2025-07-05,,0,31.8,3.3,198.72,13.2,Clothing,788.01,9,In-Store,Card Payment
Nampula,2021-07-29,32393.43,0,15.3,1.08,180.32,7.5,Electronics,565.54,5,In-Store,Cash
Dodoma,2020-10-11,116501.38,0,28.0,4.2,89.9,2.4,Furniture,-334.3,7,Online,Card Payment
,2024-10-17,42656.39,0,26.8,3.11,140.79,5.4,Furniture,-251.03,3,Online,Mobile Transfer
Blantyre,2023-03-02,185492.2,0,33.4,2.04,149.05,15.2,Electronics,381.6,1,Online,Card Payment
Beira,2024-05-16,146926.51,0,36.1,2.17,119.94,23.5,Beverages,192.62,1,Online,Card Payment
Mutare,2023-06-09,70007.38,1,17.0,4.71,97.5,17.0,Beverages,374.99,3,Online,Card Payment
Nakuru,2023-10-02,134674.93,1,14.5,2.26,140.53,15.7,Beverages,771.03,3,Online,Card Payment
Manzini,2022-08-23,54383.33,0,37.2,1.32,88.16,19.0,nan,-191.15,5,Online,Card Payment
Harare,2022-10-23,170241.21,0,12.6,3.55,157.46,15.1,Beverages,824.89,8,Online,Card Payment
Maseru,2021-05-28,124240.7,1,11.4,1.31,172.07,7.2,Electronics,1136.25,6,In-Store,Mobile Transfer
Maputo,2022-05-05,70262.04,1,32.0,,99.32,7.4,Clothing,-494.14,8,In-Store,Card Payment
Blantyre,2023-05-09,49372.34,1,39.0,3.08,121.48,16.2,Clothing,236.93,7,In-Store,Cash
Manzini,2023-03-29,134391.63,1,19.5,3.53,169.62,12.2,Electronics,50.34,1,In-Store,Cash
Blantyre,2024-07-17,79667.51,1,29.7,4.95,172.6,19.2,Beverages,364.0,10,Online,Card Payment
Kafue,2025-07-22,178119.68,0,14.2,2.55,124.98,19.1,Groceries,,8,In-Store,Card Payment
Eldoret,2024-03-17,4103.47,1,18.7,2.85,,11.7,Beverages,-124.86,1,In-Store,Cash
Ndola,2023-03-23,190784.57,1,30.8,4.42,125.63,19.6,Beverages,-231.81,,In-Store,Card Payment
Kigali,2023-08-02,34448.98,0,34.0,3.05,163.99,17.2,Electronics,957.68,3,nan,Card Payment
Nampula,2021-08-30,128079.63,0,36.9,2.53,158.86,4.4,Electronics,871.51,7,In-Store,Mobile Transfer
Juba,2021-08-22,102422.32,1,20.9,2.66,185.24,17.5,Groceries,421.69,5,In-Store,Mobile Transfer
Chipata,2022-10-18,128304.16,1,38.2,1.12,192.79,4.4,Clothing,502.65,2,In-Store,
Manzini,2022-02-12,163221.63,0,26.7,2.76,109.33,7.5,Groceries,39.72,1,In-Store,Mobile Transfer
Kampala,,,0,17.9,2.58,163.66,5.8,Beverages,158.36,10,Online,Mobile Transfer
Gweru,2020-12-26,57574.98,0,25.2,4.24,101.22,2.5,Electronics,140.17,6,Online,Card Payment
Chipata,2022-09-09,17675.97,0,35.7,,198.02,20.4,Clothing,952.67,6,In-Store,Mobile Transfer
Tanga,2022-11-18,42778.98,1,36.5,4.02,168.44,24.2,Groceries,611.29,8,In-Store,Card Payment
Bujumbura,2020-12-15,177864.46,0,27.8,3.08,161.34,8.1,Furniture,958.98,,Online,Mobile Transfer
Windhoek,2024-02-05,159117.63,1,39.3,4.94,unknown,11.8,Beverages,681.43,2,In-Store,
Lilongwe,2024-07-31,198033.4,1,39.5,3.33,145.07,2.9,Beverages,591.27,5,In-Store,Cash
Gaborone,2024-09-12,194980.62,0,30.0,4.77,180.21,unknown,Clothing,141.16,5,nan,Card Payment
Addis_Ababa,2023-08-28,93161.99,1,38.0,2.18,125.45,5.7,nan,290.93,10,nan,Card Payment
Nakuru,2022-12-14,158643.22,0,19.2,2.39,174.58,21.2,Furniture,1274.8,8,Online,Card Payment
Juba,2023-05-31,187996.62,0,25.9,2.2,134.3,18.9,Clothing,651.86,9,In-Store,Cash
Nampula,2021-09-20,182190.32,1,25.1,2.81,137.92,18.2,Electronics,548.91,5,In-Store,Mobile Transfer
Eldoret,2025-04-10,120807.76,1,37.0,1.47,141.8,18.2,Groceries,-393.74,5,In-Store,Card Payment
Zanzibar,2021-07-18,180741.9,1,29.3,4.44,98.37,23.7,Electronics,841.78,3,In-Store,Card Payment
Mbeya,2020-10-27,59670.6,0,11.2,3.24,126.48,12.8,Beverages,872.03,6,Online,
Beira,2024-04-30,132259.56,1,23.3,4.27,98.18,8.9,Electronics,881.31,7,In-Store,Cash
Malindi,2021-09-20,48163.04,1,,4.13,,11.6,nan,-317.56,3,In-Store,
Asmara,2020-10-31,74738.74,1,23.0,3.25,154.65,13.2,Electronics,100.91,2,In-Store,Card Payment
Manzini,,159135.78,0,21.9,3.79,155.2,20.9,nan,242.45,2,In-Store,Card Payment
Windhoek,2022-11-27,8082.48,,19.3,4.07,118.97,6.0,Beverages,1152.99,9,In-Store,Card Payment
Chimoio,2022-03-30,196165.0,0,21.7,1.27,169.5,4.2,Groceries,1461.35,6,nan,Cash
Kampala,2025-04-06,67016.49,0,24.6,3.63,160.92,17.2,Groceries,329.5,2,nan,Card Payment
Nampula,2024-07-02,85843.56,1,27.8,2.08,142.81,12.4,Beverages,608.56,,In-Store,Mobile Transfer
Kafue,2025-01-06,88850.67,1,30.5,3.32,99.86,13.9,Electronics,-485.33,7,In-Store,Cash
Nairobi,2024-11-24,60042.96,1,23.2,4.29,112.13,2.2,Clothing,-482.44,1,In-Store,
Asmara,2020-11-19,29686.83,0,37.2,3.28,113.19,5.8,nan,-351.0,8,nan,Mobile Transfer
Nakuru,2023-04-01,unknown,,15.2,4.35,,12.1,nan,938.93,6,nan,Card Payment
Bujumbura,2022-07-14,,0,27.9,4.09,125.0,20.5,Beverages,-143.73,1,In-Store,Mobile Transfer
Nampula,2022-07-17,158719.29,1,16.4,3.6,157.05,19.8,Beverages,,8,In-Store,Cash
Addis_Ababa,2025-03-29,135755.3,1,28.9,unknown,160.47,10.5,Groceries,363.75,,Online,Card Payment
Lilongwe,2025-01-02,69599.51,0,28.2,4.47,91.83,3.4,Groceries,1199.94,7,In-Store,Card Payment
Chipata,2024-01-29,178103.72,1,39.0,,184.71,,Furniture,1240.63,,In-Store,Mobile Transfer
Gweru,2021-12-22,61626.46,1,36.9,1.51,100.24,12.7,Electronics,1259.67,4,In-Store,Mobile Transfer
Dar_es_Salaam,2025-04-01,69341.29,0,32.4,2.66,154.72,11.6,Groceries,587.01,2,In-Store,Mobile Transfer
Francistown,2024-01-28,89487.75,1,28.2,3.29,129.18,unknown,Beverages,1077.01,8,In-Store,Card Payment
Kigali,2024-09-12,196252.72,0,28.8,unknown,129.28,8.0,Electronics,823.82,4,In-Store,Cash
Morogoro,2021-12-26,52217.57,1,21.4,1.87,128.74,16.3,Furniture,-126.57,8,In-Store,Mobile Transfer
Lubango,2023-01-08,193096.6,0,10.8,3.17,147.44,21.9,Electronics,263.03,9,In-Store,Mobile Transfer
Dar_es_Salaam,2021-09-23,94458.65,1,16.5,1.4,138.6,22.2,Groceries,1424.72,4,nan,Mobile Transfer
Chimoio,,168203.03,0,23.2,3.27,194.53,7.9,Furniture,1045.13,8,In-Store,Mobile Transfer
Dar_es_Salaam,2023-09-21,157605.99,0,29.4,4.68,105.28,24.9,Beverages,25.99,4,Online,Card Payment
Addis_Ababa,2022-12-05,195134.07,1,26.1,1.32,113.96,13.4,Groceries,61.95,8,In-Store,Cash
Windhoek,2020-08-13,173164.18,1,15.8,4.95,189.58,15.1,nan,8.36,1,nan,Card Payment
Tete,2023-09-15,15996.36,1,10.9,1.09,184.87,2.3,Clothing,157.63,2,Online,Mobile Transfer
Maputo,2022-02-19,,0,26.4,3.34,180.06,13.7,Electronics,1356.61,10,In-Store,Mobile Transfer
Malindi,,195061.35,1,35.2,1.13,153.88,20.2,Furniture,367.08,3,In-Store,Cash
Gweru,2023-02-11,38261.67,1,17.3,2.13,191.56,18.8,Clothing,228.5,2,In-Store,Card Payment
Kafue,2023-09-20,154732.59,0,12.8,4.94,189.16,23.6,Electronics,-21.64,10,In-Store,Card Payment
Morogoro,2021-06-26,161472.48,1,15.4,3.43,127.5,18.1,Beverages,1284.82,8,nan,
Kampala,2022-12-27,94276.27,0,32.6,2.64,95.65,18.6,Beverages,1414.75,10,nan,Mobile Transfer
Mombasa,2024-07-08,143884.78,1,31.7,3.83,187.4,5.1,nan,147.08,9,In-Store,
Bulawayo,2024-10-07,74847.88,1,18.9,1.28,164.24,17.2,nan,,9,Online,Card Payment
Arusha,2024-03-17,183732.53,1,20.0,3.72,,9.0,nan,1416.87,1,Online,Card Payment
Mutare,2020-08-21,153746.82,0,,4.34,170.2,8.7,Furniture,,9,Online,Card Payment
Kitwe,2024-11-08,,1,,3.6,125.13,12.5,Electronics,437.32,8,Online,Mobile Transfer
Manzini,2024-12-18,31288.85,0,,2.97,142.53,,Clothing,555.39,8,In-Store,Mobile Transfer
Nampula,2021-11-08,166859.86,,22.0,3.97,149.97,3.7,Clothing,-433.66,3,In-Store,Mobile Transfer
